Company,Product,Inches,Cpu,Ram,Weight,Price_euros
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,540
HP,Probook 650,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.31kg,940
Lenovo,Yoga 900S-12ISK,12.5,Intel Core M 6Y75 1.2GHz,8GB,0.99kg,1399
Lenovo,IdeaPad Y900-17ISK,17.3,Intel Core i7 6820HK 2.7GHz,32GB,4.6kg,3240
Lenovo,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,0.69kg,646.27
HP,Spectre x360,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.3kg,2049
Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.18kg,750
HP,EliteBook 840,14,Intel Core i5 6200U 2.3GHz,4GB,1.54kg,1030.99
HP,ZBook 15u,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.9kg,1495
Lenovo,ThinkPad T460,14,Intel Core i5 6200U 2.3GHz,8GB,1.7kg,1199
HP,Chromebook 13,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4GB,1.29kg,615
Acer,Aspire ES1-523,15.6,AMD A8-Series 7410 2.2GHz,4GB,2.4kg,387
Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,2.2kg,393.49
HP,250 G6,15.6,Intel Core i3 6006U 2GHz,4GB,1.86kg,345.99
Asus,Rog GL702VM-GC354T,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,2.7kg,1599
Dell,Inspiron 5370,13.3,Intel Core i5 8250U 1.6GHz,4GB,1.4kg,818.35
HP,Elitebook 820,12.5,Intel Core i5 6200U 2.3GHz,4GB,2.4kg,1599
Acer,Aspire F5-573G,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.4kg,799
Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.36kg,638.8
MSI,GS70 Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,1599
HP,250 G5,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,1.96kg,500
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.3kg,2299
Dell,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4GB,1.5kg,1135.15
Dell,Latitude E5270,12.5,Intel Core i3 6100U 2.3GHz,4GB,1.5kg,1166.97
Acer,Chromebook 15,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4GB,2.20kg,209
HP,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3.0kg,2899
Lenovo,Legion Y520-15IKBN,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.4kg,1199
Dell,Latitude E5270,12.5,Intel Core i5 6200U 2.3GHz,8GB,1.5kg,1413.1
MSI,GE72 Apache,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,2.9kg,1511.19
Lenovo,Yoga 500-15ISK,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,867
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),15.6,AMD A6-Series 9220 2.5GHz,4GB,2.1kg,398
Asus,Rog GL552VW-CN470T,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.59kg,1339
HP,EliteBook 1030,13.3,Intel Core M 6Y54 1.1GHz,8GB,1.16kg,1699
Dell,Vostro 3559,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.24kg,769.15
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),15.6,Intel Core i3 6006U 2.0GHz,4GB,2.1kg,429
HP,Spectre Pro,13.3,Intel Core i7 6500U 2.5GHz,8GB,1.16kg,1969
Lenovo,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,0.69kg,549
Dell,XPS 13,13.3,Intel Core i7 7560U 2.4GHz,8GB,1.23kg,1379
Lenovo,IdeaPad Y900-17ISK,17.3,Intel Core i7 6820HK 2.7GHz,16GB,4.6kg,2749.99
Razer,Blade Stealth,12.5,Intel Core i7 6500U 2.5GHz,8GB,1.25kg,1029
Toshiba,Portege X30-D-10K,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.05kg,2226
Asus,Rog GL752VW-T4308T,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3.52kg,1312.49
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),13.3,Intel Atom X5-Z8350 1.44GHz,4GB,1.35kg,196
HP,Spectre Pro,13.3,Intel Core i5 6200U 2.3GHz,8GB,1.16kg,1690
HP,EliteBook 1040,14,Intel Core i5 6200U 2.3GHz,8GB,1.43kg,1513
Dell,Latitude E5570,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.09kg,523.63
Asus,VivoBook Max,15.6,Intel Core i3 7100U 2.4GHz,4GB,2kg,435
Lenovo,ThinkPad Yoga,14,Intel Core i7 6500U 2.5GHz,8GB,1.8kg,1669
Lenovo,Yoga Book,10.1,Intel Atom x5-Z8550 1.44GHz,4GB,0.69kg,479
HP,EliteBook 820,12.5,Intel Core i5 6300U 2.4GHz,8GB,1.26kg,1895
Lenovo,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,989
HP,Omen -,17.3,Intel Core i5 6300HQ 2.3GHz,8GB,3.35kg,1129
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),15.6,Intel Core i7 7500U 2.7GHz,8GB,2.04kg,629
Lenovo,ThinkPad P40,14,Intel Core i7 6600U 2.6GHz,8GB,1.8kg,2050.38
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),14,Intel Celeron Dual Core N3350 1.1GHz,4GB,1.5kg,278
HP,250 G6,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.84kg,752
Acer,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.23kg,616
Lenovo,IdeaPad 500-15ISK,15.6,Intel Core i7 6500U 2.5GHz,16GB,2.5kg,1099
HP,ZBook 17,17.3,Intel Core i7 6700HQ 2.6GHz,8GB,3kg,3949.4
Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.5kg,784
MSI,GT72S Dominator,17.3,Intel Core i7 6820HQ 2.7GHz,16GB,3.78kg,2399
HP,EliteBook 850,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.88kg,2171.72
Lenovo,ThinkPad X1,14,Intel Core i7 6600U 2.6GHz,16GB,2.8kg,2440
MSI,GP62M 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.4kg,1142.8
HP,Spectre Pro,13.3,Intel Core i5 6300U 2.4GHz,8GB,1.48kg,1629
HP,ZBook 15,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.59kg,2229
HP,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8GB,1.48kg,1799
HP,ZBook Studio,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.0kg,1899
HP,EliteBook 820,12.5,Intel Core i7 6500U 2.50GHz,8GB,1.26kg,2296.95
Dell,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.18kg,1009.9
HP,EliteBook 850,15.6,Intel Core i5 6200U 2.3GHz,8GB,1.88kg,1579
Lenovo,ThinkPad X1,14,Intel Core i7 6500U 2.5GHz,8GB,1.27kg,2339
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,15.6,Intel Core i3 6006U 2.0GHz,4GB,1.9kg,339
HP,15-BA015wm (E2-7110/4GB/500GB/W10),15.6,AMD E-Series 7110 1.8GHz,4GB,1.86kg,297
Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.32kg,599
Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,1199
Dell,XPS 15,15.6,Intel Core i5 6300HQ 2.3GHz,8GB,2.04kg,2250.68
HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,15.6,AMD A6-Series A6-9220 2.5GHz,4GB,1.91kg,478.89
MSI,GP72M 7REX,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.7kg,1492.8
Lenovo,ThinkPad T460s,14,Intel Core i7 6600U 2.6GHz,12GB,1.4kg,2299
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,15.6,Intel Core i5 6200U 2.3GHz,8GB,2.5kg,788.49
HP,Spectre Pro,13.3,Intel Core i7 6600U 2.6GHz,8GB,1.48kg,2041
Lenovo,ThinkPad T460,14,Intel Core i7 6600U 2.6GHz,8GB,1.7kg,1499
MSI,GS40 Phantom,14,Intel Core i7 6700HQ 2.6GHz,16GB,1.7kg,1769
HP,Pavilion 15-cb003nv,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,899
Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i3 6006U 2.0GHz,8GB,2.2kg,459
HP,250 G4,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,476.99
Dell,Inspiron 7567,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.62kg,1498
Lenovo,ThinkPad T570,15.6,Intel Core i5 7200U 2.5GHz,8GB,1.95kg,1390
Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,15.6,Intel Core i3 6006U 2GHz,4GB,2.2kg,468
HP,Stream 14-AX000nv,14,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.44kg,249
MSI,PL60 7RD,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,839
HP,250 G5,15.6,Intel Core i7 6500U 2.5GHz,8GB,1.96kg,679
HP,ProBook 450,15.6,Intel Core i7 8550U 1.8GHz,16GB,2.1kg,1159
Asus,X553SA-XX021T (N3050/4GB/500GB/W10),15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.1kg,398
Lenovo,IdeaPad 510-15IKB,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.2kg,709
Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14,Intel Core i3 7100U 2.4GHz,4GB,2kg,769
Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,Intel Core i7 6500U 2.5GHz,4GB,2.32kg,825
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,3.31kg,1305
MSI,GS60 Ghost,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,1.91kg,2153.37
HP,ProBook 450,15.6,Intel Core i3 6100U 2.3GHz,4GB,2.07kg,650
Lenovo,ThinkPad X1,14,Intel Core i5 6200U 2.3GHz,8GB,1.36kg,1637
Lenovo,IdeaPad 310-15IKB,15.6,Intel Core i7 7500U 2.7GHz,6GB,1.54kg,831
Dell,Vostro 5568,15.6,Intel Core i7 7500U 2.7GHz,8GB,1.98kg,895.01
Acer,Aspire 3,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,2.1kg,333
HP,Pavilion 15-BC000nv,15.6,Intel Core i7 6700HQ 2.6GHz,6GB,2.18kg,799
Asus,Rog GL552VW-DM201T,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.591kg,909
Dell,Inspiron 5578,15.6,Intel Core i7 7500U 2.7GHz,16GB,2.09kg,1179
Acer,Aspire E5-576G,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.23kg,691
Dell,XPS 13,13.3,Intel Core i5 6300U 2.4GHz,8GB,1.23kg,1099
Acer,Predator G9-793,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,4.2kg,2599
Lenovo,Legion Y520-15IKBN,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,2.4kg,819
Samsung,Chromebook Plus,12.3,Samsung Cortex A72&A53 2.0GHz,4GB,1.15kg,659
HP,250 G6,15.6,Intel Core i5 7200U 2.5GHz,4GB,1.86kg,485
Apple,"MacBook 12""",12,Intel Core M 1.1GHz,8GB,0.920kg,1163
Dell,Inspiron 7378,13.3,Intel Core i5 7200U 2.5GHz,8GB,1.6kg,1199
HP,Pavilion Power,15.6,Intel Core i7 7700HQ 2.8GHz,12GB,2.21kg,1327
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,Intel Core i3 6006U 2GHz,4GB,1.9kg,368
Asus,Rog G752VY-GC229T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.3kg,2150
Acer,Aspire 3,15.6,Intel Celeron Dual Core N3350 2GHz,4GB,2.1kg,272
MSI,GS73VR 7RF,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.43kg,2048.9
Dell,Inspiron 5567,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.3kg,499
Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.2kg,629
Dell,Inspiron 5579,15.6,Intel Core i7 8550U 1.8GHz,16GB,2kg,1285
Dell,XPS 13,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.2kg,2680
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.2kg,1169
Dell,Inspiron 5567,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.36kg,889
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,Intel Core i5 7200U 2.5GHz,8GB,1.91kg,579
Lenovo,IdeaPad 320-15AST,15.6,AMD E-Series 9000 2.2GHz,4GB,2.2kg,299
Acer,Aspire E5-774G,17.3,Intel Core i3 6006U 2.0GHz,8GB,3.3kg,629
Asus,Rog Strix,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.2kg,2449
Apple,"MacBook 12""",12,Intel Core M 1.2GHz,8GB,0.920kg,1279
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.2kg,1749
MSI,GS73VR Stealth,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,2.43kg,1948.99
Dell,Inspiron 7579,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.191kg,999
Asus,ROG Strix,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.9kg,1949
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2GB,1.3kg,174
Acer,E5 774G,17.3,Intel Core i3 6006U 2GHz,4GB,3.3kg,598
Lenovo,IdeaPad 320-17IKB,17.3,Intel Core i5 7200U 2.5GHz,8GB,2.8kg,539
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,1272
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14,Intel Core i7 7Y75 1.3GHz,8GB,1.2kg,1149
Lenovo,Thinkpad T560,15.6,Intel Core i7 6600U 2.6GHz,8GB,2.3kg,1529
MSI,GP62MVR 6RF,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.2kg,1476.11
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,AMD A12-Series 9720P 2.7GHz,6GB,2.1kg,529
Dell,Latitude E7270,12.5,Intel Core i5 6300U 2.4GHz,8GB,1.26kg,1713.37
Dell,Inspiron 5578,15,Intel Core i3 7100U 2.4GHz,4GB,2.08kg,509
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.65kg,309
Dell,XPS 13,13.3,Intel Core i7 7500U 2.7GHz,8GB,1.29kg,1477
Dell,Vostro 3568,15.6,Intel Core i5 7200U 2.5GHz,4GB,2.18kg,521.86
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.6kg,1029
MSI,GL62M 7RDX,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,2.2kg,1149
Lenovo,ThinkPad Yoga,12.5,Intel Core i7 6500U 2.50GHz,16GB,1.3kg,1650
Razer,Blade Pro,14,Intel Core i7 7700HQ 2.8GHz,16GB,1.95kg,3499
Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,8GB,2.3kg,469.01
MSI,GE72VR Apache,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,2.7kg,1598
Apple,MacBook Air,11.6,Intel Core i5 1.6GHz,4GB,1.08kg,959
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,Intel Core i3 6006U 2GHz,4GB,2.1kg,478
HP,EliteBook 840,14,Intel Core i7 6500U 2.5GHz,8GB,1.54kg,2198.19
Dell,Vostro 3559,15.6,Intel Core i5 6200U 2.3GHz,4GB,2.24kg,737
MSI,GL62 6QF,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.3kg,1169
Lenovo,ThinkPad 13,13.3,Intel Core i7 7500U 2.7GHz,16GB,1.4kg,1499
Lenovo,IdeaPad 320-15ABR,15.6,AMD A12-Series 9720P 3.6GHz,6GB,2.2kg,597.57
Asus,ZenBook UX310UA-WB71,13.3,Intel Core i7 6500U 2.5GHz,8GB,1.45kg,1280
Acer,Aspire ES1-572,15.6,Intel Core i3 6006U 2.0GHz,4GB,2.4kg,361.8
Dell,Inspiron 7779,17.3,Intel Core i7 7500U 2.7GHz,16GB,2.77kg,1799
HP,EliteBook 840,14,Intel Core i5 6200U 2.3GHz,4GB,1.54kg,1099.99
Asus,Rog GL553VE-FY052T,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,2.5kg,1600
Dell,Latitude 5480,14,Intel Core i5 7200U 2.5GHz,4GB,1.6kg,875
Asus,Rog GL502VS,15.6,Intel Core i7 6700HQ 2.6GHz,16GB,2.34kg,2325
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,15.6,Intel Core i5 7200U 2.5GHz,8GB,2.3kg,573
Dell,XPS 13,13.3,Intel Core i5 7Y54 1.2GHz,8GB,1.24kg,1813
Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,2.2kg,324
HP,255 G6,15.6,AMD A6-Series 9220 2.5GHz,4GB,1.86kg,399
Lenovo,IdeaPad 310-15ISK,15.6,Intel Core i3 6100U 2.3GHz,6GB,2.4kg,569
Lenovo,ThinkPad L460,14,Intel Core i5 6200U 2.3GHz,8GB,1.9kg,1072
Dell,Inspiron 3552,15.6,Intel Pentium Quad Core N3700 1.6GHz,4GB,2.2kg,443.99
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,2kg,339
Asus,Rog G752VT-GC073T,17.3,Intel Core i7 6700HQ 2.6GHz,16GB,4.0kg,1900
Dell,Vostro 3568,15.6,Intel Core i3 6006U 2GHz,4GB,2.29kg,490
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,15.6,Intel Core i7 6500U 2.5GHz,8GB,2.32kg,895
MSI,GE62 Apache,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.4kg,1229
Lenovo,Yoga 500-14IBD,14,Intel Core i5 6200U 2.3GHz,4GB,1.8kg,833.01
Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729
Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459
Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289
Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899
HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
Lenovo,Yoga 500-14ISK,14,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638
Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,14,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369
Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729
Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459
Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289
Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899
HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
Lenovo,Yoga 500-14ISK,14,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638
Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,14,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369
Asus,ZenBook UX305CA-UBM1,13.3,Intel Core M 6Y30 0.9GHz,8GB,1.2kg,729
Dell,Inspiron 3567,15.6,Intel Core i3 7100U 2.4GHz,6GB,2.3kg,459
Acer,Aspire ES1-531,15.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,2.4kg,289
Dell,Inspiron 3552,15.6,Intel Celeron Dual Core N3050 1.6GHz,2GB,2.20kg,379
Lenovo,IdeaPad Y700-15ISK,15.6,Intel Core i7 6700HQ 2.6GHz,8GB,2.6kg,899
HP,Pavilion 15-AW003nv,15.6,AMD A9-Series 9410 2.9GHz,6GB,2.04kg,549.99
Dell,Inspiron 3567,15.6,Intel Core i7 7500U 2.7GHz,8GB,2.3kg,805.99
HP,Stream 11-Y000na,11.6,Intel Celeron Dual Core N3060 1.6GHz,2GB,1.17kg,209
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,15.6,Intel Core i7 6500U 2.5GHz,4GB,2.2kg,720.32
Lenovo,Yoga 500-14ISK,14,Intel Core i7 6500U 2.5GHz,4GB,1.8kg,638
Lenovo,Yoga 900-13ISK,13.3,Intel Core i7 6500U 2.5GHz,16GB,1.3kg,1499
Lenovo,IdeaPad 100S-14IBR,14,Intel Celeron Dual Core N3050 1.6GHz,2GB,1.5kg,229
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,15.6,Intel Core i7 6500U 2.5GHz,6GB,2.19kg,764
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),15.6,Intel Celeron Dual Core N3050 1.6GHz,4GB,2.2kg,369
